Age,Gender,Smoker,Exercise_Freq,Diet_Quality,Alcohol_Consumption
51,Male,Yes,None,Good,High
28,Female,No,3-5 times/week,Poor,High
62,Male,No,Daily,Good,Low
64,Male,Yes,Daily,Good,High
29,Male,Yes,3-5 times/week,Poor,Moderate
38,Other,No,1-2 times/week,Good,High
28,Male,No,Daily,Poor,None
56,Male,Yes,None,Excellent,High
45,Female,No,1-2 times/week,Excellent,Moderate
22,Male,Yes,1-2 times/week,Excellent,High
34,Male,No,3-5 times/week,Good,None
37,Male,No,Daily,Average,High
58,Male,Yes,None,Average,Low
63,Female,No,Daily,Excellent,High
29,Female,No,None,Poor,None
23,Other,No,Daily,Good,None
34,Male,Yes,3-5 times/week,Poor,None
68,Other,No,None,Good,Low
36,Other,No,3-5 times/week,Poor,High
43,Male,Yes,Daily,Excellent,None
65,Female,No,None,Average,Low
61,Female,No,None,Poor,Low
61,Male,Yes,Daily,Excellent,None
69,Male,Yes,3-5 times/week,Average,Moderate
49,Female,No,None,Average,High
23,Male,No,None,Average,None
53,Male,No,None,Poor,High
55,Male,No,Daily,Poor,Low
28,Female,No,1-2 times/week,Average,High
50,Other,No,Daily,Poor,Moderate
41,Other,No,3-5 times/week,Excellent,High
40,Male,No,1-2 times/week,Good,None
32,Female,Yes,None,Average,None
44,Male,Yes,None,Good,None
28,Female,No,1-2 times/week,Average,High
68,Male,Yes,None,Good,None
67,Female,No,None,Average,High
34,Female,No,Daily,Excellent,High
68,Other,Yes,Daily,Average,None
31,Male,No,3-5 times/week,Excellent,Moderate
44,Other,No,None,Average,None
35,Other,Yes,3-5 times/week,Poor,Low
45,Female,No,3-5 times/week,Good,Low
68,Male,Yes,1-2 times/week,Excellent,Moderate
64,Female,No,1-2 times/week,Average,Low
64,Female,No,None,Poor,Moderate
21,Female,No,1-2 times/week,Average,High
24,Male,Yes,3-5 times/week,Good,Low
62,Male,No,Daily,Average,Moderate
52,Female,No,1-2 times/week,Poor,None
65,Male,No,3-5 times/week,Average,Low
26,Female,No,1-2 times/week,Average,Low
25,Male,No,None,Excellent,Moderate
69,Male,No,1-2 times/week,Excellent,High
62,Other,No,Daily,Average,Moderate
34,Female,No,None,Average,Moderate
34,Other,No,1-2 times/week,Poor,Low
66,Other,No,Daily,Average,Moderate
50,Female,No,3-5 times/week,Good,None
49,Female,No,1-2 times/week,Excellent,Moderate
25,Male,Yes,1-2 times/week,Good,None
36,Female,Yes,3-5 times/week,Average,None
55,Other,No,3-5 times/week,Poor,Moderate
20,Other,Yes,1-2 times/week,Good,High
22,Female,No,Daily,Average,None
30,Other,No,3-5 times/week,Excellent,None
64,Male,Yes,3-5 times/week,Average,None
63,Other,No,Daily,Excellent,High
48,Male,Yes,1-2 times/week,Poor,Moderate
33,Other,No,None,Excellent,High
67,Male,No,1-2 times/week,Average,Moderate
49,Male,No,1-2 times/week,Poor,None
39,Female,Yes,None,Excellent,Low
46,Male,Yes,1-2 times/week,Excellent,None
39,Female,No,1-2 times/week,Good,Moderate
60,Other,No,3-5 times/week,Excellent,High
20,Other,Yes,Daily,Average,None
27,Other,Yes,1-2 times/week,Poor,None
59,Male,No,None,Average,Moderate
38,Other,No,None,Excellent,Moderate
33,Other,No,3-5 times/week,Average,Low
29,Female,Yes,1-2 times/week,Good,None
19,Female,Yes,1-2 times/week,Average,None
58,Other,No,1-2 times/week,Poor,None
41,Other,No,1-2 times/week,Poor,Low
52,Male,No,None,Excellent,Low
47,Male,No,None,Poor,None
47,Other,No,3-5 times/week,Average,Moderate
64,Female,Yes,1-2 times/week,Excellent,High
52,Other,No,None,Average,None
36,Male,No,1-2 times/week,Good,None
67,Female,No,Daily,Average,None
25,Female,No,Daily,Poor,Moderate
43,Male,No,None,Poor,Low
66,Other,Yes,Daily,Good,High
57,Other,No,Daily,Excellent,High
24,Other,Yes,None,Poor,Low
47,Male,Yes,3-5 times/week,Poor,None
24,Female,No,Daily,Poor,None
20,Male,No,1-2 times/week,Good,High
18,Other,No,Daily,Good,High
53,Male,No,3-5 times/week,Poor,None
42,Female,No,3-5 times/week,Excellent,Moderate
54,Male,Yes,3-5 times/week,Poor,None
18,Other,Yes,3-5 times/week,Average,Moderate
32,Female,No,3-5 times/week,Average,None
54,Male,No,Daily,Excellent,High
30,Male,No,Daily,Poor,None
57,Female,No,Daily,Excellent,None
25,Female,No,Daily,Average,Low
22,Other,Yes,3-5 times/week,Poor,None
26,Female,Yes,3-5 times/week,Poor,None
18,Other,No,1-2 times/week,Average,None
53,Male,No,Daily,Excellent,High
52,Other,No,3-5 times/week,Excellent,None
19,Male,No,1-2 times/week,Good,Moderate
57,Female,No,1-2 times/week,Good,Moderate
40,Male,No,None,Good,None
26,Female,No,Daily,Excellent,High
51,Male,No,3-5 times/week,Poor,Moderate
63,Male,No,Daily,Poor,None
31,Male,No,1-2 times/week,Good,None
21,Male,Yes,Daily,Excellent,Moderate
47,Other,No,None,Good,High
48,Male,Yes,None,Excellent,High
55,Other,Yes,3-5 times/week,Excellent,Moderate
28,Female,No,3-5 times/week,Good,None
52,Female,Yes,3-5 times/week,Poor,High
25,Other,Yes,3-5 times/week,Poor,Low
20,Female,No,Daily,Excellent,None
31,Female,No,Daily,Average,High
30,Male,Yes,1-2 times/week,Average,None
62,Male,No,1-2 times/week,Average,Low
49,Male,No,3-5 times/week,Good,Moderate
51,Other,No,Daily,Poor,Low
62,Other,No,3-5 times/week,Average,None
36,Female,Yes,1-2 times/week,Average,Moderate
55,Male,No,Daily,Average,Low
33,Other,Yes,3-5 times/week,Average,High
19,Other,No,None,Good,Low
57,Male,Yes,1-2 times/week,Poor,None
34,Other,Yes,None,Poor,High
51,Male,No,None,Poor,Low
59,Female,Yes,Daily,Average,None
33,Female,No,None,Excellent,Moderate
55,Female,No,None,Good,Low
19,Male,Yes,3-5 times/week,Good,Moderate
19,Other,No,Daily,Good,High
43,Female,No,3-5 times/week,Poor,Moderate
30,Female,No,3-5 times/week,Poor,None
64,Female,No,3-5 times/week,Good,High
48,Other,Yes,Daily,Average,Low
51,Other,Yes,1-2 times/week,Excellent,Moderate
56,Male,No,Daily,Poor,High
20,Female,Yes,3-5 times/week,Poor,High
25,Other,No,1-2 times/week,Average,Low
40,Male,Yes,None,Average,Low
31,Female,No,1-2 times/week,Poor,Low
44,Other,No,Daily,Average,Low
46,Other,No,3-5 times/week,Average,Moderate
56,Male,No,None,Average,High
56,Female,No,None,Excellent,Low
18,Female,No,3-5 times/week,Excellent,High
34,Other,No,None,Excellent,High
58,Female,No,None,Average,None
47,Male,No,None,Average,None
30,Other,No,Daily,Excellent,Low
38,Other,Yes,1-2 times/week,Excellent,Low
36,Male,Yes,Daily,Good,None
36,Other,Yes,None,Poor,High
42,Female,No,Daily,Excellent,Low
39,Female,No,None,Good,Moderate
48,Other,No,Daily,Good,Low
34,Male,No,1-2 times/week,Excellent,Low
40,Male,Yes,3-5 times/week,Good,Moderate
49,Female,No,1-2 times/week,Excellent,Low
27,Male,No,Daily,Poor,High
27,Other,No,Daily,Poor,Moderate
53,Other,Yes,1-2 times/week,Poor,Moderate
25,Female,Yes,Daily,Excellent,None
69,Female,Yes,3-5 times/week,Good,High
37,Female,No,3-5 times/week,Excellent,None
49,Male,No,1-2 times/week,Poor,High
67,Other,No,None,Good,Low
31,Other,No,3-5 times/week,Average,None
67,Other,Yes,Daily,Poor,Low
45,Female,No,None,Excellent,Low
63,Other,No,3-5 times/week,Excellent,None
69,Male,No,None,Excellent,None
41,Male,No,Daily,Average,Low
32,Other,No,1-2 times/week,Good,Low
39,Female,Yes,1-2 times/week,Excellent,High
47,Other,No,Daily,Excellent,Low
21,Male,Yes,1-2 times/week,Excellent,Moderate
30,Male,Yes,Daily,Poor,Low
40,Male,Yes,1-2 times/week,Poor,Low
25,Other,Yes,3-5 times/week,Average,Low
35,Male,No,1-2 times/week,Good,None
29,Female,No,None,Good,None
48,Other,No,1-2 times/week,Excellent,Moderate
31,Other,No,1-2 times/week,Excellent,Low
51,Male,No,1-2 times/week,Poor,High
35,Male,Yes,1-2 times/week,Poor,High
51,Female,No,3-5 times/week,Poor,Low
28,Other,No,Daily,Poor,Low
58,Male,No,3-5 times/week,Excellent,Low
29,Female,No,3-5 times/week,Poor,Low
66,Male,No,None,Good,Low
32,Other,No,Daily,Poor,None
48,Male,No,Daily,Average,Moderate
66,Other,No,None,Poor,None
46,Male,No,Daily,Excellent,High
43,Other,No,1-2 times/week,Excellent,None
35,Female,No,Daily,Excellent,None
49,Other,Yes,None,Poor,Moderate
39,Female,Yes,None,Good,High
55,Other,No,None,Excellent,High
34,Female,Yes,None,Good,Low
40,Male,Yes,3-5 times/week,Excellent,Moderate
41,Other,No,Daily,Excellent,None
67,Male,Yes,3-5 times/week,Good,None
25,Female,No,None,Average,None
58,Other,No,None,Excellent,High
23,Other,Yes,3-5 times/week,Good,High
22,Male,No,1-2 times/week,Excellent,None
61,Other,Yes,Daily,Poor,High
46,Other,Yes,3-5 times/week,Good,Low
45,Male,Yes,Daily,Excellent,None
28,Other,No,None,Average,None
18,Male,No,None,Poor,Low
60,Male,No,None,Excellent,High
36,Male,No,Daily,Poor,None
26,Male,Yes,Daily,Average,Low
44,Male,No,3-5 times/week,Good,Moderate
51,Female,No,None,Excellent,Low
61,Female,Yes,3-5 times/week,Good,None
21,Male,No,1-2 times/week,Excellent,Low
53,Female,No,None,Excellent,High
35,Female,No,None,Good,None
32,Other,Yes,1-2 times/week,Good,None
68,Male,No,3-5 times/week,Excellent,High
30,Female,Yes,Daily,Average,High
36,Other,No,None,Average,High
66,Other,Yes,Daily,Excellent,Moderate
23,Male,No,None,Good,None
65,Male,No,None,Average,None
29,Other,No,Daily,Excellent,None
68,Male,Yes,None,Poor,Low
54,Male,No,1-2 times/week,Excellent,None
34,Other,No,3-5 times/week,Good,None
40,Other,No,1-2 times/week,Excellent,High
43,Male,Yes,3-5 times/week,Poor,High
46,Female,No,1-2 times/week,Poor,High
50,Male,Yes,1-2 times/week,Excellent,None
44,Female,No,3-5 times/week,Poor,High
42,Other,No,None,Excellent,Moderate
27,Female,No,Daily,Good,High
64,Other,No,Daily,Good,Moderate
40,Male,No,Daily,Good,Low
38,Male,No,None,Average,Moderate
38,Other,Yes,1-2 times/week,Excellent,Moderate
60,Other,Yes,1-2 times/week,Good,Low
30,Other,Yes,1-2 times/week,Excellent,Moderate
54,Male,Yes,None,Poor,None
50,Male,No,3-5 times/week,Good,None
41,Female,No,None,Average,High
61,Other,Yes,Daily,Good,High
28,Female,No,1-2 times/week,Average,High
34,Male,No,None,Poor,High
21,Female,No,None,Excellent,None
64,Female,Yes,None,Poor,High
42,Male,Yes,3-5 times/week,Poor,Moderate
47,Male,Yes,1-2 times/week,Poor,Low
26,Other,No,None,Poor,Moderate
38,Female,No,None,Poor,Low
37,Male,No,Daily,Excellent,None
36,Male,No,1-2 times/week,Average,Low
36,Female,No,None,Poor,High
29,Male,No,None,Good,None
54,Other,Yes,None,Average,High
59,Other,No,None,Average,Moderate
34,Female,No,1-2 times/week,Good,Moderate
54,Other,No,None,Good,High
65,Male,No,3-5 times/week,Good,Low
56,Male,No,None,Good,Moderate
45,Male,No,3-5 times/week,Good,Low
58,Male,No,1-2 times/week,Poor,Moderate
52,Female,Yes,None,Average,High
64,Other,No,Daily,Good,High
65,Other,No,3-5 times/week,Good,Moderate
35,Male,No,3-5 times/week,Excellent,Moderate
31,Female,No,None,Average,Low
52,Male,Yes,Daily,Average,Low
61,Male,No,Daily,Poor,Low
58,Female,No,None,Average,High
24,Female,No,1-2 times/week,Good,Moderate
58,Male,Yes,1-2 times/week,Excellent,None
30,Other,Yes,None,Average,Low
35,Male,No,1-2 times/week,Excellent,None
54,Other,No,Daily,Good,High
30,Other,Yes,1-2 times/week,Excellent,Low
53,Female,No,1-2 times/week,Average,Low
48,Female,Yes,1-2 times/week,Average,None
19,Male,No,None,Poor,None
33,Other,No,None,Good,Moderate
26,Other,No,3-5 times/week,Poor,None
26,Male,No,1-2 times/week,Poor,High
55,Male,Yes,None,Good,Low
28,Male,Yes,Daily,Average,None
39,Female,Yes,3-5 times/week,Excellent,High
50,Male,No,Daily,Poor,None
53,Male,Yes,1-2 times/week,Average,None
62,Other,No,Daily,Average,None
40,Male,No,3-5 times/week,Poor,Moderate
62,Other,No,1-2 times/week,Poor,Low
62,Other,No,None,Poor,Low
51,Female,No,Daily,Average,Low
26,Male,Yes,Daily,Good,Moderate
41,Male,Yes,3-5 times/week,Good,None
25,Other,No,None,Poor,Low
24,Female,No,1-2 times/week,Excellent,Low
53,Female,Yes,1-2 times/week,Average,None
35,Male,No,1-2 times/week,Excellent,Low
20,Other,No,3-5 times/week,Poor,None
45,Male,No,Daily,Average,Moderate
23,Male,Yes,Daily,Good,Low
61,Male,No,Daily,Good,Low
61,Male,No,Daily,Excellent,None
38,Other,Yes,3-5 times/week,Poor,High
45,Female,No,3-5 times/week,Excellent,Moderate
57,Male,No,None,Poor,Low
18,Male,Yes,3-5 times/week,Good,None
53,Male,No,Daily,Average,Moderate
38,Male,No,1-2 times/week,Good,None
60,Female,No,None,Excellent,High
52,Female,No,1-2 times/week,Average,Low
30,Female,No,1-2 times/week,Poor,High
66,Female,No,Daily,Good,Low
27,Male,No,3-5 times/week,Poor,High
61,Other,No,3-5 times/week,Good,Low
64,Female,No,3-5 times/week,Poor,None
27,Female,No,Daily,Good,Moderate
63,Male,No,Daily,Good,Low
30,Male,No,1-2 times/week,Poor,Low
54,Male,Yes,None,Good,None
55,Male,No,3-5 times/week,Good,High
41,Other,No,3-5 times/week,Good,Low
19,Other,No,None,Excellent,High
39,Female,No,1-2 times/week,Good,None
34,Other,No,1-2 times/week,Poor,Low
53,Female,No,None,Poor,Moderate
31,Female,No,3-5 times/week,Excellent,Low
27,Other,No,Daily,Good,None
52,Female,No,Daily,Excellent,High
42,Male,No,None,Excellent,Low
20,Female,No,3-5 times/week,Good,None
64,Male,No,None,Poor,None
55,Other,No,1-2 times/week,Good,None
34,Other,No,1-2 times/week,Excellent,High
29,Female,No,Daily,Average,High
69,Male,No,1-2 times/week,Excellent,Moderate
41,Female,No,1-2 times/week,Poor,Moderate
46,Other,No,None,Good,Low
60,Female,No,None,Average,None
42,Female,No,3-5 times/week,Excellent,Moderate
53,Male,Yes,None,Excellent,High
43,Other,No,3-5 times/week,Excellent,None
55,Female,No,Daily,Good,Low
18,Male,No,None,Good,None
37,Female,No,None,Excellent,Moderate
45,Male,No,None,Good,Moderate
33,Male,No,Daily,Average,None
64,Female,Yes,None,Average,High
34,Other,No,1-2 times/week,Poor,None
57,Other,No,None,Good,None
45,Male,Yes,3-5 times/week,Good,None
29,Other,No,1-2 times/week,Excellent,None
44,Male,Yes,None,Average,None
59,Other,No,None,Good,High
64,Female,No,Daily,Good,Low
47,Other,No,3-5 times/week,Good,Low
58,Male,No,1-2 times/week,Excellent,Moderate
51,Male,No,1-2 times/week,Average,High
54,Other,Yes,Daily,Good,None
23,Female,No,1-2 times/week,Good,High
24,Male,No,1-2 times/week,Excellent,Low
49,Male,Yes,3-5 times/week,Poor,None
49,Male,No,None,Excellent,High
42,Male,No,None,Good,Moderate
50,Male,Yes,1-2 times/week,Average,Low
24,Female,Yes,3-5 times/week,Average,None
69,Other,No,Daily,Good,None
29,Female,No,None,Poor,None
33,Female,Yes,1-2 times/week,Excellent,None
33,Male,No,1-2 times/week,Good,None
60,Female,No,3-5 times/week,Good,None
53,Male,No,3-5 times/week,Good,High
30,Female,Yes,3-5 times/week,Excellent,Moderate
24,Male,No,1-2 times/week,Average,High
53,Male,Yes,3-5 times/week,Excellent,High
64,Female,No,1-2 times/week,Good,None
68,Female,No,None,Average,None
26,Other,No,1-2 times/week,Poor,High
49,Other,No,1-2 times/week,Good,Low
28,Other,No,None,Average,None
25,Female,No,3-5 times/week,Average,None
50,Female,No,3-5 times/week,Average,Low
40,Male,No,1-2 times/week,Good,High
42,Other,No,1-2 times/week,Poor,Low
25,Male,Yes,None,Average,None
62,Male,Yes,3-5 times/week,Good,Moderate
39,Male,No,None,Average,Low
21,Male,No,1-2 times/week,Excellent,Low
57,Other,No,1-2 times/week,Average,None
20,Male,No,None,Good,Low
46,Female,No,None,Average,None
58,Female,No,Daily,Average,Moderate
46,Female,No,Daily,Excellent,Moderate
51,Other,Yes,3-5 times/week,Excellent,High
51,Male,No,None,Good,None
45,Other,No,3-5 times/week,Poor,Moderate
30,Male,No,Daily,Poor,None
32,Other,No,3-5 times/week,Poor,Low
40,Other,No,Daily,Poor,Low
61,Male,Yes,None,Good,None
43,Other,Yes,None,Good,None
21,Male,No,3-5 times/week,Excellent,Low
43,Female,No,None,Excellent,None
57,Female,No,3-5 times/week,Poor,Low
26,Female,No,3-5 times/week,Excellent,High
22,Other,Yes,Daily,Good,High
49,Female,No,1-2 times/week,Poor,High
37,Male,No,3-5 times/week,Average,None
67,Female,No,Daily,Average,Low
28,Female,No,Daily,Average,Moderate
32,Other,No,Daily,Excellent,Moderate
49,Male,No,1-2 times/week,Poor,Low
45,Other,No,None,Average,Low
39,Other,Yes,3-5 times/week,Poor,Low
58,Male,Yes,3-5 times/week,Good,Low
34,Other,Yes,None,Average,Low
43,Male,Yes,None,Average,Moderate
61,Female,No,Daily,Average,High
24,Male,No,Daily,Good,Low
59,Male,Yes,None,Poor,None
43,Male,Yes,3-5 times/week,Average,High
42,Other,No,None,Average,Moderate
27,Male,Yes,None,Poor,Low
62,Male,Yes,1-2 times/week,Excellent,None
36,Male,No,1-2 times/week,Excellent,Moderate
28,Female,Yes,Daily,Average,High
30,Male,No,Daily,Average,High
25,Other,Yes,3-5 times/week,Excellent,None
57,Male,No,None,Excellent,Low
21,Male,No,None,Average,None
64,Female,Yes,1-2 times/week,Poor,None
48,Male,No,3-5 times/week,Excellent,Moderate
45,Other,Yes,None,Average,None
28,Male,No,3-5 times/week,Good,None
60,Other,No,1-2 times/week,Poor,High
18,Female,Yes,None,Average,Moderate
66,Male,No,1-2 times/week,Good,Low
64,Female,No,1-2 times/week,Excellent,High
69,Male,No,1-2 times/week,Good,None
55,Other,No,None,Good,Low
41,Female,No,3-5 times/week,Good,Moderate
64,Male,No,None,Excellent,High
48,Other,No,1-2 times/week,Good,Low
58,Female,No,Daily,Excellent,None
63,Male,No,3-5 times/week,Average,None
67,Female,No,Daily,Good,Low
43,Male,No,1-2 times/week,Poor,High
66,Other,No,None,Average,Low
67,Other,Yes,3-5 times/week,Excellent,None
22,Female,Yes,Daily,Average,Moderate
37,Female,No,None,Good,High
69,Male,No,3-5 times/week,Excellent,None
58,Other,No,1-2 times/week,Good,None
28,Male,No,1-2 times/week,Average,Low
50,Other,No,1-2 times/week,Poor,None
67,Female,No,None,Average,High
55,Male,Yes,None,Average,Low
44,Male,No,1-2 times/week,Good,Moderate
51,Other,No,1-2 times/week,Poor,None
32,Other,No,3-5 times/week,Good,High
49,Other,No,Daily,Good,High
38,Female,No,3-5 times/week,Good,Moderate
63,Male,No,Daily,Excellent,High
22,Other,No,None,Good,High
23,Female,Yes,3-5 times/week,Poor,Moderate
55,Other,Yes,None,Good,None
39,Male,No,None,Good,High
35,Other,No,Daily,Poor,Low
31,Male,No,Daily,Average,High
27,Female,Yes,3-5 times/week,Good,Low
63,Female,No,3-5 times/week,Average,High
30,Other,No,3-5 times/week,Good,None
48,Male,Yes,Daily,Good,High
47,Male,No,1-2 times/week,Excellent,Low
20,Male,No,1-2 times/week,Poor,High
47,Other,No,Daily,Poor,Low
23,Male,Yes,3-5 times/week,Average,Moderate
46,Male,No,1-2 times/week,Excellent,High
25,Male,No,None,Good,High
61,Male,No,1-2 times/week,Excellent,Low
62,Other,No,1-2 times/week,Poor,Low
60,Other,No,Daily,Good,None
61,Male,Yes,Daily,Good,Moderate
50,Male,Yes,1-2 times/week,Average,Low
34,Female,No,None,Excellent,None
65,Female,No,None,Good,Low
28,Male,Yes,3-5 times/week,Poor,Moderate
30,Male,No,1-2 times/week,Average,Moderate
67,Female,No,1-2 times/week,Poor,Moderate
28,Female,No,None,Average,Moderate
48,Male,Yes,Daily,Excellent,High
45,Other,No,1-2 times/week,Average,Moderate
61,Other,Yes,None,Excellent,Moderate
23,Male,No,1-2 times/week,Excellent,None
58,Male,Yes,Daily,Good,Moderate
33,Female,No,3-5 times/week,Excellent,Low
21,Female,No,Daily,Average,Low
52,Other,No,Daily,Average,Low
65,Male,Yes,None,Good,High
43,Female,No,None,Average,Low
29,Other,Yes,Daily,Excellent,Moderate
28,Other,No,None,Average,High
54,Other,No,Daily,Poor,Moderate
42,Female,No,Daily,Poor,None
35,Female,Yes,1-2 times/week,Good,Moderate
36,Male,No,Daily,Excellent,Low
40,Male,Yes,3-5 times/week,Average,None
55,Other,No,None,Good,None
35,Other,No,3-5 times/week,Good,None
43,Female,Yes,None,Excellent,None
23,Female,Yes,Daily,Good,High
21,Male,No,3-5 times/week,Poor,Moderate
61,Male,Yes,1-2 times/week,Good,None
68,Male,No,Daily,Average,High
46,Female,No,Daily,Poor,High
51,Other,Yes,Daily,Poor,High
34,Male,No,1-2 times/week,Poor,Moderate
60,Male,No,3-5 times/week,Average,None
60,Female,No,Daily,Excellent,Moderate
33,Male,No,3-5 times/week,Good,High
19,Other,No,Daily,Good,High
51,Female,Yes,Daily,Poor,Moderate
25,Male,No,Daily,Poor,High
30,Male,Yes,1-2 times/week,Good,High
59,Female,No,Daily,Average,Low
25,Female,Yes,3-5 times/week,Poor,High
47,Male,No,Daily,Poor,Moderate
49,Other,No,3-5 times/week,Average,None
53,Female,No,3-5 times/week,Excellent,None
64,Other,No,None,Poor,Moderate
47,Male,No,3-5 times/week,Excellent,Moderate
18,Other,No,None,Average,High
60,Male,No,1-2 times/week,Good,Moderate
56,Male,No,Daily,Good,Moderate
34,Male,Yes,1-2 times/week,Excellent,High
37,Male,No,1-2 times/week,Poor,Low
41,Other,No,3-5 times/week,Good,Low
67,Male,No,Daily,Average,High
39,Male,No,Daily,Poor,Low
46,Other,No,1-2 times/week,Excellent,Low
39,Female,No,None,Excellent,High
61,Other,Yes,None,Excellent,Low
26,Other,Yes,3-5 times/week,Excellent,Moderate
54,Other,Yes,None,Average,Low
27,Male,No,None,Good,Low
53,Male,No,1-2 times/week,Excellent,Moderate
54,Male,No,None,Good,Moderate
45,Female,Yes,Daily,Good,None
45,Male,Yes,1-2 times/week,Excellent,High
59,Female,No,1-2 times/week,Poor,None
60,Male,No,None,Excellent,None
38,Other,Yes,Daily,Average,Low
41,Male,No,Daily,Poor,Moderate
59,Female,Yes,None,Excellent,None
57,Female,No,Daily,Good,High
19,Male,Yes,3-5 times/week,Good,None
25,Other,No,3-5 times/week,Poor,Low
65,Male,Yes,None,Average,None
44,Male,No,1-2 times/week,Good,Moderate
39,Male,Yes,1-2 times/week,Average,Moderate
54,Other,No,Daily,Good,High
44,Female,No,3-5 times/week,Poor,None
46,Other,No,1-2 times/week,Excellent,Moderate
20,Female,No,Daily,Good,None
61,Female,No,3-5 times/week,Poor,None
30,Female,No,1-2 times/week,Poor,Moderate
62,Other,No,Daily,Excellent,Moderate
27,Male,No,None,Excellent,Low
53,Male,No,None,Poor,Low
26,Male,No,1-2 times/week,Good,High
44,Male,No,Daily,Average,High
51,Male,No,3-5 times/week,Average,High
68,Other,No,None,Excellent,None
18,Other,No,3-5 times/week,Good,High
49,Other,No,Daily,Poor,Moderate
42,Other,No,None,Average,High
46,Other,Yes,1-2 times/week,Average,None
24,Other,No,None,Good,Low
66,Other,No,1-2 times/week,Poor,None
20,Male,Yes,3-5 times/week,Excellent,Moderate
37,Female,No,None,Average,High
37,Other,No,Daily,Good,High
47,Female,No,3-5 times/week,Excellent,Moderate
52,Other,No,3-5 times/week,Good,High
52,Other,No,1-2 times/week,Poor,Low
66,Male,No,Daily,Good,None
56,Female,Yes,3-5 times/week,Excellent,None
44,Male,Yes,None,Poor,Moderate
43,Male,No,1-2 times/week,Average,Low
31,Female,No,Daily,Excellent,Moderate
34,Male,Yes,1-2 times/week,Good,Moderate
35,Other,No,1-2 times/week,Average,Low
62,Other,Yes,3-5 times/week,Poor,Moderate
69,Other,No,None,Excellent,None
46,Other,Yes,None,Poor,High
37,Other,No,Daily,Poor,None
44,Male,Yes,Daily,Good,High
35,Male,Yes,None,Good,High
21,Other,Yes,1-2 times/week,Good,None
18,Other,Yes,1-2 times/week,Average,Moderate
67,Male,Yes,None,Average,Low
18,Female,No,3-5 times/week,Good,High
43,Male,No,1-2 times/week,Average,Low
62,Male,No,None,Excellent,Low
37,Male,No,3-5 times/week,Poor,High
69,Male,No,1-2 times/week,Good,Low
40,Male,No,Daily,Poor,Low
27,Female,No,1-2 times/week,Poor,Moderate
28,Other,No,1-2 times/week,Poor,Low
58,Other,No,None,Excellent,None
58,Female,No,1-2 times/week,Excellent,High
22,Other,No,1-2 times/week,Average,Moderate
18,Other,No,3-5 times/week,Poor,None
34,Other,No,None,Average,Low
39,Female,Yes,3-5 times/week,Poor,Low
51,Female,Yes,Daily,Good,None
62,Other,No,1-2 times/week,Poor,None
58,Other,Yes,None,Poor,Moderate
46,Other,Yes,Daily,Excellent,Low
21,Male,Yes,None,Good,Low
22,Male,No,1-2 times/week,Average,Low
28,Male,No,None,Good,None
68,Female,No,None,Excellent,Low
38,Other,Yes,3-5 times/week,Excellent,High
52,Female,Yes,None,Poor,High
29,Female,Yes,None,Excellent,Moderate
43,Female,No,3-5 times/week,Excellent,Moderate
68,Other,No,1-2 times/week,Poor,None
36,Male,No,Daily,Excellent,High
62,Other,No,3-5 times/week,Excellent,None
24,Other,No,1-2 times/week,Average,Moderate
64,Female,No,1-2 times/week,Poor,None
24,Female,No,Daily,Poor,None
43,Female,No,1-2 times/week,Average,Low
57,Male,Yes,3-5 times/week,Average,Moderate
22,Male,Yes,1-2 times/week,Average,Low
38,Male,Yes,Daily,Average,Moderate
31,Other,No,Daily,Poor,Low
21,Female,No,3-5 times/week,Average,Moderate
40,Other,No,3-5 times/week,Average,Moderate
59,Male,No,1-2 times/week,Excellent,High
37,Female,No,Daily,Poor,Moderate
32,Male,Yes,Daily,Average,None
67,Female,No,1-2 times/week,Excellent,High
69,Female,No,Daily,Poor,Low
62,Other,No,3-5 times/week,Average,None
46,Other,Yes,3-5 times/week,Average,None
25,Male,No,1-2 times/week,Excellent,Moderate
58,Other,Yes,1-2 times/week,Good,Moderate
65,Other,Yes,1-2 times/week,Poor,None
36,Other,No,3-5 times/week,Excellent,High
65,Female,Yes,3-5 times/week,Average,None
56,Other,Yes,Daily,Good,None
63,Male,No,3-5 times/week,Good,Moderate
45,Female,No,1-2 times/week,Excellent,Moderate
63,Female,Yes,None,Excellent,Moderate
44,Other,Yes,None,Excellent,Low
21,Female,No,None,Poor,None
32,Male,Yes,None,Good,None
52,Male,No,None,Poor,Low
54,Female,No,3-5 times/week,Good,None
18,Other,No,1-2 times/week,Poor,None
20,Other,Yes,1-2 times/week,Excellent,None
64,Female,No,Daily,Average,High
41,Male,No,1-2 times/week,Excellent,Low
44,Female,No,Daily,Poor,Low
57,Other,No,1-2 times/week,Excellent,None
53,Other,Yes,Daily,Good,Moderate
51,Female,Yes,Daily,Poor,None
46,Male,No,1-2 times/week,Excellent,None
41,Female,No,None,Excellent,High
41,Male,No,1-2 times/week,Average,High
59,Male,Yes,1-2 times/week,Average,Moderate
21,Female,No,None,Excellent,High
20,Female,No,1-2 times/week,Good,None
51,Male,No,Daily,Good,None
66,Male,No,None,Good,High
40,Male,No,None,Excellent,High
69,Male,No,3-5 times/week,Average,Low
40,Other,No,Daily,Excellent,None
62,Female,No,Daily,Average,Moderate
22,Male,No,1-2 times/week,Good,High
48,Female,Yes,1-2 times/week,Average,High
58,Male,No,Daily,Excellent,Low
